"CCR5","CD11b","CD11c","CD127","CD14","CD16","CD163","CD19","CD206","CD25","CD3","CD33","CD34","CD4","CD45RO","CD45_NORM","CD45_TUM","CD56","CD64","CD66","CD8","CD80","CD86","CX3CR1","CXCR3_CD183","Ce140Di","Cisplatin1","Cisplatin2","Cs133Di","DNA1","DNA2","Er167Di","Eu151Di","Eu153Di","Event_length","Gd155Di","Gd157Di","HLA-DR","I127Di","La138Di","La139Di","Nd150Di","PD1","PDL1_CD274","Pm147Di","SampleID","Yb171Di","Yb172Di","Yb173Di","cellType","e131Di","Time"
2.705076,0.050661,3.711035,0.438254,1.846527,0.000000,0.000000,0.141855,0.506293,0.793779,0.000000,1.126586,0.368707,0.000000,0.411882,0.782116,2.707833,1.851417,0.628224,3.622931,0.000000,0.454922,1.105518,0.500434,2.835961,0.000000,0.000000,0.325500,0.000000,0.920335,0.200812,0.000000,0.000000,0.000000,2.524137,0.000000,0.000000,3.022650,0.047187,2.258199,0.000000,0.688691,0.747653,0.667800,0.000000,10.935699,0.000000,0.000000,0.031311,124.000000,0.780447,6.385227
3.606290,1.000534,6.039546,1.727944,3.371351,0.129858,2.246302,0.872277,1.338669,5.057294,0.514295,1.765469,1.545740,0.000000,2.168147,0.000000,3.556267,2.661420,2.531037,3.962035,0.268920,2.535839,3.406213,0.042270,3.510351,0.000000,0.836798,1.009199,0.987563,0.238691,1.344798,0.169451,0.000000,0.000000,2.187422,0.197748,1.104055,5.178347,0.000000,2.971620,0.089242,0.175956,0.904589,3.092534,0.036585,10.831723,0.000000,0.025975,0.000000,125.000000,0.608347,6.385413
1.941204,2.109592,5.530463,1.235969,2.280531,1.927999,2.526736,0.000000,0.973924,2.641141,0.000000,1.532706,0.000000,0.083510,1.764916,0.342099,4.701116,0.362649,2.623941,3.448178,0.000000,1.545341,2.179568,0.183518,1.226322,0.000000,1.423861,1.116571,0.000000,1.129700,1.751391,0.000000,0.567628,0.000000,2.644121,0.487005,0.000000,4.687492,0.883667,3.665883,0.000000,0.599792,0.501630,4.591605,0.000000,10.804505,0.000000,0.000000,0.000000,131.000000,0.000000,6.389038
1.920316,0.825271,5.016761,0.404981,3.386919,0.000000,0.480050,0.037894,2.834481,3.511889,0.117724,3.413257,1.642132,0.016370,0.594598,1.255783,4.110754,0.736193,0.711958,2.192683,0.380778,1.644542,2.811742,1.119818,2.259922,0.000000,0.062038,0.000000,0.311428,0.484062,0.815098,0.203558,0.000000,0.000000,2.272441,0.276029,0.594502,4.117298,0.000000,2.973232,0.000000,0.326269,0.415279,5.252477,0.000000,10.884971,0.000000,0.000000,0.307594,135.000000,0.000000,6.393297
2.686959,0.984261,5.023739,0.744534,3.313960,0.000000,1.568168,0.150471,2.028401,3.040645,0.081172,2.255363,2.474222,0.000000,1.972411,0.072903,3.491682,1.978853,1.672374,3.498545,0.000000,1.272672,2.443787,0.536527,1.983172,0.000000,0.000000,0.042674,0.000000,0.286413,0.535600,0.000000,0.000000,0.145410,1.753229,0.000000,0.000000,2.951574,0.000000,2.658379,0.000000,0.439310,0.134341,4.207538,0.000000,10.927152,0.000000,0.027098,0.000000,135.000000,0.000000,6.393843
2.849806,0.852128,4.806400,0.711282,1.044073,0.418200,0.000000,0.150372,1.261226,5.684282,2.561289,2.141600,2.013370,0.647798,2.780534,0.812181,4.804149,1.857671,0.820382,3.903263,2.628320,2.261531,4.117372,1.167521,1.948588,0.191080,0.000000,0.000000,0.000000,1.819705,1.864283,0.225907,0.138894,0.000000,3.017929,0.265040,0.762084,4.045208,0.389493,3.218765,0.000000,0.383105,1.472005,4.175646,0.000000,10.681721,0.169057,0.141080,0.000000,102.000000,0.262084,6.393892
3.123379,0.000000,3.875832,1.336948,1.168291,0.870101,0.170675,1.073271,0.354130,0.723833,0.135922,0.276353,1.674866,0.000000,0.214428,1.265816,2.339014,2.129960,0.743198,2.529653,0.000000,0.781700,3.023134,1.092807,2.777917,0.000000,1.349928,0.203682,0.000000,0.436262,0.664374,0.380606,0.000000,0.000000,2.699162,0.175711,0.000000,3.498421,0.000000,2.186295,0.000000,0.000000,0.051150,2.242975,0.000000,10.946699,0.000000,0.396116,0.483278,144.000000,0.861285,6.405345
3.009326,0.000000,4.491969,0.745381,0.968187,0.000000,0.283797,0.234276,2.252056,4.780812,0.804041,1.581033,1.248725,0.812883,1.003665,0.066988,3.257077,2.095830,1.191130,1.509187,0.050407,2.339674,4.802178,0.498178,2.256136,0.000000,0.352144,0.293844,0.000000,0.273166,0.391297,0.000000,0.000000,0.000000,1.529660,0.197646,1.235293,4.701717,0.000000,2.209141,0.047456,0.379542,0.338801,3.923634,0.000000,10.889274,0.008103,0.203493,0.044401,102.000000,0.543229,6.408246
0.245410,0.000000,4.092885,0.446282,3.181252,0.000000,0.008069,0.000000,0.000000,4.595166,0.479419,1.997781,0.000000,0.000000,1.381086,0.000000,3.654448,0.932076,1.136928,3.091889,0.000000,2.376484,3.874756,0.273479,0.103257,0.000000,0.166278,0.635688,0.000000,0.240627,0.571265,0.387728,0.000000,0.000000,2.751355,0.000000,0.445487,5.236147,0.000000,2.417815,0.000000,0.000000,0.598693,4.423668,0.000000,10.923760,0.139187,0.649639,0.064915,146.000000,0.000000,6.409974
1.601223,0.000000,4.417332,0.944874,1.736453,0.063881,0.045006,0.000000,0.003811,3.709681,1.629973,2.343377,0.295473,0.000000,1.980667,0.000000,3.249630,0.820458,0.000000,3.678172,0.000000,2.310981,4.246655,0.389988,1.376305,0.172952,1.181527,0.554605,0.000000,0.246098,0.748039,0.000000,0.000000,0.000000,3.017929,0.509205,1.062262,4.377320,0.000000,1.537012,0.000000,0.000000,0.855370,1.726549,0.000000,10.917459,0.155090,0.427359,0.278307,83.000000,0.000000,6.410991
2.591121,0.887870,3.161346,0.063772,2.905244,0.145325,0.183364,0.000000,0.000000,3.707263,0.000000,2.059142,1.008067,0.000000,0.000000,0.000000,2.635979,0.927396,0.239219,2.351921,0.000000,0.642600,0.947005,0.000000,1.822706,0.000000,0.121429,0.775404,0.197647,0.543514,1.193690,0.000000,0.000000,0.000000,2.725596,0.000000,0.718158,2.331414,0.198367,2.684879,0.110029,0.000000,0.438958,2.208735,0.000000,10.683857,0.000000,0.000000,0.000000,124.000000,0.000000,6.419346
2.789119,0.776572,4.965937,0.000000,3.288313,0.000000,0.898378,0.000000,0.820174,3.112289,0.106507,2.744130,3.147363,0.000000,1.288020,1.153729,4.136473,1.533641,1.620288,3.437870,0.000000,0.815251,2.650926,0.350114,2.019186,0.000000,0.919378,1.145513,0.000000,1.411979,0.313325,0.528676,0.000000,0.000000,2.672016,0.117176,0.135012,3.744903,0.057631,2.843135,0.000000,0.962492,0.549590,3.037658,0.034446,11.006094,0.000000,0.000000,0.294783,144.000000,0.000000,6.427869
2.780347,0.678899,4.032027,0.244841,1.528916,0.019624,0.172510,0.000000,0.143640,1.593175,0.000000,1.694557,2.072952,0.147943,0.536688,0.510969,3.399890,1.539348,0.847947,1.927623,0.002276,0.410403,3.064007,0.000000,1.877820,0.000000,0.776312,0.965065,0.000000,0.932227,0.801387,0.064543,0.115205,0.000000,1.753229,0.511931,1.116168,2.789152,0.000000,2.093126,0.000000,0.000000,0.984333,3.138834,0.000000,10.923738,0.000000,0.000000,0.701274,144.000000,0.000000,6.439506
2.351828,0.479398,4.840206,0.563878,1.237615,0.000000,0.000000,0.315352,0.000000,4.480302,0.694547,1.862242,0.048956,1.247419,1.148236,0.145861,3.780972,1.921909,0.284095,2.501439,0.138924,2.446087,4.175408,0.877631,2.725288,0.000000,0.173820,0.000000,0.097838,0.317770,0.566061,0.000000,0.000000,0.000000,2.142112,0.318204,0.546637,4.631049,0.217775,2.287106,0.000000,0.106274,1.102070,2.328673,0.000000,10.949424,0.141664,0.278620,0.000000,73.000000,0.000000,6.448998
2.938165,0.270017,3.208629,1.232029,1.526306,0.161701,1.392698,1.815489,2.194758,2.339086,0.123498,0.910078,0.422977,0.147218,0.287605,0.513115,2.133631,2.164631,1.193737,2.701349,0.000000,1.462440,2.312900,0.862539,1.931473,0.069329,1.357143,0.653512,0.000000,0.667766,1.456086,0.010004,0.000000,0.000000,2.555494,0.133040,0.000000,4.354058,1.388173,3.305753,0.000000,0.000000,0.604597,3.529111,0.000000,10.877426,0.050183,0.000000,0.000000,158.000000,0.000000,6.449290
3.166875,0.880934,3.487890,0.520970,3.646540,0.000000,1.533721,0.000000,2.283147,4.308372,0.096963,2.097563,3.171820,0.525499,1.615331,0.000000,3.658422,2.458810,1.845758,0.119498,0.274643,2.222843,3.208967,1.439702,2.938662,0.000000,1.218305,0.283042,0.000000,0.538905,0.492196,0.000000,0.000000,0.000000,2.350926,0.000000,0.371591,3.869092,0.311495,2.638651,0.000000,0.000000,0.000000,4.471680,0.000000,10.941248,0.000000,0.188913,0.173884,131.000000,0.000000,6.453187
1.334145,0.094810,3.559647,0.569300,3.009241,0.477899,0.017159,0.000000,2.265044,3.700266,0.650773,1.351750,1.314832,0.000000,1.530531,0.041068,2.396388,0.000000,0.801094,2.229050,0.129535,1.617037,1.426883,0.708979,1.789091,0.000000,0.365988,0.227614,0.000000,0.253556,0.248360,0.000000,0.039322,0.000000,2.272441,0.000000,0.213025,4.157893,0.146705,0.090018,0.000000,0.000000,0.000000,3.958082,0.000000,10.956713,0.000000,0.309298,0.019681,135.000000,0.000000,6.454391
0.613517,0.146821,5.399014,0.537638,2.428176,0.541779,0.896698,0.000000,1.589883,5.208706,0.993829,1.802621,0.000000,0.071253,1.615404,0.247422,3.530136,0.432332,1.964752,3.433882,0.000000,1.934863,3.532761,0.337483,0.847712,0.000000,0.922691,0.554333,0.000000,0.903901,1.025384,0.000000,0.155735,0.000000,2.388011,0.039364,0.298174,5.113375,0.282155,3.051361,0.000000,0.000000,0.440974,4.726997,0.000000,10.792693,0.000000,0.438137,0.421662,146.000000,0.000000,6.454784
3.326442,0.000000,4.099583,1.427691,4.271195,0.584621,0.439543,0.000000,0.118635,3.993829,0.267584,1.206011,2.215223,0.768677,1.947360,0.127425,3.069604,1.805535,0.709092,3.864390,0.026531,2.093344,2.475515,0.264339,2.864885,0.000000,1.216644,0.004057,0.000000,0.592660,1.678869,0.000000,0.000000,0.000000,2.725596,0.000000,0.000000,2.135909,0.000000,2.920472,0.000000,0.000000,0.136632,3.969903,0.000000,10.769056,0.000000,0.125199,0.000000,144.000000,0.000000,6.457691
3.136043,0.079952,6.211430,1.406587,2.142238,0.000000,0.256557,0.103731,1.784680,4.037345,0.022305,1.930932,0.838127,0.000000,1.478599,0.363283,3.994472,0.759015,0.451566,2.890825,0.667855,1.991552,4.127964,0.922843,2.477951,0.000000,1.094978,0.201106,0.000000,0.618677,1.006625,0.188224,0.000000,0.000000,2.312438,0.550324,0.510797,4.897532,0.000000,2.895545,0.000000,0.000000,0.000000,5.395760,0.159204,10.933569,0.000000,0.045525,0.000000,73.000000,0.335434,6.462160
2.096780,0.115371,2.178173,0.000000,0.632518,0.119739,0.000000,1.145318,0.000000,4.087497,0.143947,0.101351,0.000000,0.000000,0.221431,0.000000,2.482293,0.387194,0.603528,2.398377,0.000000,1.595190,0.790780,0.144368,1.020883,0.000000,1.196435,0.490633,0.000000,0.523897,1.615119,0.000000,0.000000,0.000000,1.818447,0.000000,0.000000,3.050643,0.000000,3.065651,0.000000,0.000000,0.000000,3.902805,0.000000,10.725286,0.000000,0.000000,0.000000,124.000000,0.000000,6.471367
0.689785,1.759987,5.475657,0.000000,2.969275,0.031406,0.361865,0.000000,0.000000,4.861002,0.000000,3.088561,0.000000,0.000000,1.130144,0.494198,3.853770,0.288244,1.004920,3.230915,0.000000,0.000000,3.530824,0.000000,0.000000,0.000000,0.521175,0.000000,0.173516,0.246404,1.127058,0.000000,0.000000,0.299036,2.187422,0.175755,0.381678,5.004404,0.000000,2.711466,0.000000,1.292194,0.158095,4.231139,0.000000,10.775242,0.339455,0.050997,0.220063,135.000000,0.000000,6.472460
3.628312,0.155548,5.071619,0.315022,1.541803,0.000000,0.706377,0.000000,0.196443,2.591485,0.579473,2.972641,1.358033,1.078551,1.451196,0.776006,3.721717,2.013150,0.797575,1.130228,0.000000,1.845891,5.063084,0.753664,3.697491,0.000000,0.863451,0.000000,0.000000,1.173822,0.939214,0.000000,0.000000,0.000000,2.312438,0.161840,1.386447,5.578613,0.000000,2.803908,0.000000,0.183688,0.778345,4.194705,0.000000,10.943151,0.000000,0.206354,0.546590,73.000000,0.000000,6.476070
3.625819,0.830211,5.228653,2.081451,1.951350,0.497593,0.975177,0.793312,1.236485,4.990009,0.694674,1.729303,0.723580,1.277974,1.711145,0.212463,3.862776,1.937783,1.863627,2.543772,0.000000,1.712115,4.917611,0.000000,2.349435,0.000000,0.922168,0.183250,0.000000,0.691523,0.436493,0.003111,0.000000,0.000000,1.937879,1.094421,1.386297,5.228374,0.262877,2.745935,0.000000,0.000000,0.506791,4.351872,0.277108,10.847979,0.000000,0.648050,0.000000,89.000000,0.288054,6.478998
1.940023,1.135645,4.177927,1.122205,2.334267,0.732956,2.033751,0.713530,1.781921,1.678163,0.135900,0.547668,0.862815,0.477846,2.630930,0.019040,4.399350,1.523681,1.719986,3.199954,0.413518,1.570359,3.267833,1.012912,1.087034,0.000000,1.270530,0.182511,0.000000,1.489698,1.824241,0.000000,0.000000,0.000000,2.272441,0.000000,0.820425,3.916229,0.309278,3.274273,0.000000,0.000000,0.419726,4.816030,0.000000,11.026267,0.000000,0.454066,0.317382,131.000000,0.000000,6.485641
2.485090,0.000000,1.989326,0.052913,0.000000,0.407349,0.165216,0.101641,0.000000,3.225633,0.000000,1.003676,2.026690,0.049579,1.027387,0.292920,3.085646,1.710171,0.000000,4.277250,0.000000,0.000000,1.602545,0.372653,2.164040,0.000000,0.962740,0.000000,0.000000,0.886239,1.232147,0.105179,0.000000,0.000000,2.893444,0.000000,0.000000,3.683488,0.000000,2.393018,0.000000,0.000000,0.000000,1.423084,0.000000,10.866689,0.000000,0.000000,0.262286,124.000000,0.509900,6.493219
2.635656,0.000000,5.335705,0.322091,2.453757,0.000000,0.000000,0.006502,1.813120,3.445996,0.890601,1.275861,0.703589,0.000000,1.679125,1.055650,3.570310,0.490566,0.304434,3.169772,0.199085,2.233964,3.928552,0.405303,1.411252,0.135632,1.257763,1.144074,0.000000,0.345105,0.814903,0.000000,0.000000,0.000000,2.555494,0.000000,0.507574,4.229775,0.286362,2.366163,0.000000,0.000000,0.804629,4.246370,0.037936,10.921424,0.013015,0.422845,0.071385,135.000000,0.000000,6.493967
1.898814,1.863454,5.833916,0.409304,2.912519,0.000000,1.087303,0.551968,1.069330,4.712633,0.000000,3.352547,0.000000,0.121669,2.435824,0.000000,4.595852,1.203730,0.850610,2.957401,0.000000,1.665989,2.982276,0.691546,1.200525,0.000000,0.827762,0.132832,0.051048,0.639832,0.175875,0.008532,0.000000,0.136063,2.524137,0.057849,0.766170,3.512243,0.000000,2.808139,0.000000,0.059606,1.217219,4.820563,0.000000,10.809269,0.038761,0.000000,0.000000,135.000000,0.000000,6.494642
0.234472,1.016978,4.131328,2.120418,2.932001,0.000000,0.475732,3.718452,1.207385,3.815616,0.011507,0.894316,0.627727,0.000000,0.511601,0.095217,3.399976,0.840330,0.525619,0.000000,0.270209,1.045267,3.638613,0.000000,0.383895,0.000000,0.848005,0.000000,0.000000,0.554026,0.912873,0.557933,0.093969,0.000000,2.957612,0.631908,0.042789,3.342792,0.000000,0.965319,0.000000,0.135028,0.821494,1.609526,0.000000,10.904577,0.000000,0.000000,0.000000,166.000000,0.000000,6.499626
3.398411,0.739952,4.456160,1.342368,1.948638,0.181567,2.139180,0.000000,0.486855,4.167737,0.312053,1.512431,0.893158,0.268922,1.200594,0.000000,3.419688,1.321615,0.319822,1.898141,0.278838,1.645477,2.571303,0.330244,2.157925,0.000000,0.890859,0.319466,0.000000,0.261529,0.713016,0.000000,0.000000,0.025120,2.272441,0.094521,0.365867,3.271412,0.121261,2.304537,0.000000,0.543466,0.870338,3.266276,0.000000,10.874921,0.000000,0.000000,0.000000,144.000000,0.000000,6.507527
0.146464,1.132810,5.104510,0.865020,3.298264,0.000000,0.242314,3.277345,0.442082,2.801622,0.000000,1.241672,0.000000,0.000000,1.723686,0.161785,3.614216,0.000000,1.170260,2.929042,0.000000,1.142231,3.017004,0.253852,0.213828,0.000000,1.398414,0.205443,0.000000,1.090968,1.100648,0.000000,0.000000,0.000000,2.644121,0.000000,1.311733,3.892187,0.498621,1.831100,0.303387,0.000000,0.494849,3.232893,0.000000,10.803167,0.378636,0.538855,0.000000,166.000000,0.000000,6.510832
3.172200,0.418012,5.179060,1.078779,3.072936,0.797816,2.761592,0.104052,1.644160,2.421799,0.000000,1.866149,0.968493,0.914749,1.772388,0.321700,3.637007,1.438822,1.425925,1.782866,0.054640,1.572979,3.194734,0.162001,1.500481,0.000000,0.372587,0.615615,0.000000,0.704870,1.866943,0.097607,0.000000,0.000000,2.142112,0.000000,0.000000,4.015804,0.000000,2.644557,0.000000,0.274136,1.318165,4.834653,0.000000,10.822973,0.000000,0.292024,0.000000,131.000000,0.000000,6.514237
1.513313,1.245380,4.753430,0.070497,2.470213,0.077230,0.934278,1.951430,1.386309,1.876415,0.091852,2.033123,1.275588,0.000000,1.479601,0.147686,4.062675,1.229143,0.297362,0.000000,0.000000,1.280224,3.273730,0.096396,2.082464,0.000000,0.202984,0.578832,0.000000,0.611618,0.591282,0.121383,0.000000,0.000000,2.388011,0.198471,0.480753,2.888179,0.000000,1.846479,0.000000,0.568690,0.000000,3.631241,0.000000,10.794058,0.000000,0.000000,0.020416,167.000000,0.000000,6.514844
2.366249,0.572644,3.315493,0.872743,3.432102,0.342982,0.505338,0.107060,0.325231,2.900106,0.000000,1.223588,1.865615,1.083163,0.884816,0.570881,3.365867,1.312731,1.047832,2.456583,0.000000,0.908653,1.775738,0.264356,1.801239,0.000000,0.000000,0.000000,0.000000,0.555606,0.632999,0.000000,0.000000,0.000000,1.937879,0.000000,0.590025,2.302807,0.234262,2.774174,0.000000,0.470268,0.021249,3.530725,0.000000,10.844000,0.000000,0.236644,0.034932,144.000000,0.118462,6.516042
1.659618,0.263025,5.489515,0.587953,2.084563,0.426997,0.122667,0.050363,0.818032,1.500635,0.189362,3.195055,0.983071,0.000000,1.710999,0.000000,4.751439,0.437024,0.885482,4.526706,0.000000,1.262318,3.417784,0.461052,0.930281,0.000000,0.000000,0.041209,0.000000,1.207172,0.963443,0.179354,0.054375,0.000000,2.672016,0.000000,1.296240,4.266706,0.476475,2.596857,0.000000,0.397180,1.497450,4.180273,0.219106,10.894116,0.000000,0.155874,0.000000,135.000000,0.000000,6.526438
2.906735,0.362757,4.397156,0.000000,1.441822,0.501127,0.000000,0.013761,0.202893,3.601686,0.853408,0.817009,2.004330,0.020984,1.668888,0.000000,3.389186,2.285578,1.052790,2.099887,0.000000,1.785839,3.895657,1.438614,3.112929,0.000000,1.413077,0.000000,0.000000,0.462375,0.569186,0.831977,0.000000,0.000000,2.423792,0.000000,0.292967,4.177176,0.087186,2.835053,0.000000,0.707491,0.644285,3.832812,0.000000,10.873166,0.000000,0.000000,0.017237,73.000000,1.246858,6.527530
3.372766,0.035413,4.993553,0.673613,0.647364,0.000000,0.000000,0.334734,0.000000,4.052341,0.477428,3.043730,0.790632,1.029770,1.096036,0.070709,3.510533,1.924982,0.834109,1.921267,0.000000,3.051165,5.336233,0.100445,2.869969,0.000000,0.000000,0.000000,0.000000,0.325506,0.268670,0.000000,0.000000,0.000000,2.458355,0.115294,1.936406,5.253297,0.000000,2.607715,0.000000,0.202452,0.492198,4.058857,0.000000,11.012420,0.000000,0.179455,0.212906,102.000000,0.000000,6.531297
2.617569,1.657541,5.091732,2.651732,2.491551,0.000000,0.000000,4.025075,2.955548,3.192602,0.286517,2.844945,1.314282,0.472898,1.384138,0.835118,4.433280,2.026035,1.086458,3.956548,0.218472,1.101202,3.478393,0.447470,2.441995,0.000000,0.000000,0.103621,0.000000,1.113762,1.083529,0.000000,0.000000,0.000000,2.978122,0.428995,0.213062,3.985894,0.279437,2.820296,0.000000,0.428838,1.129560,3.720291,0.257202,10.913179,0.017472,0.000000,0.000000,170.000000,0.000000,6.535716
2.488703,0.725438,3.393173,0.000000,0.990696,0.464413,0.043489,0.000000,0.338042,2.519398,1.208176,0.313843,0.827738,0.867611,1.218941,0.549182,2.694309,0.347519,0.466596,3.133183,0.706907,0.521253,1.956313,0.393040,2.017127,0.000000,0.476568,0.440988,0.000000,0.459002,1.366056,0.000000,0.124566,0.000000,2.423792,0.000000,0.000000,2.050292,0.103462,2.412321,0.000000,0.495887,0.000000,1.866279,0.000000,11.021120,0.000000,0.000000,0.185231,124.000000,0.000000,6.536581
3.047230,0.000000,5.319116,0.420935,0.722956,1.141832,0.229282,1.126661,0.639136,5.077396,0.538237,1.648905,1.268557,1.037290,2.455999,0.237490,4.083938,1.831690,0.287559,3.611950,0.000000,2.799666,5.498109,0.136723,2.169033,0.740583,1.163169,0.810453,0.000000,0.486274,1.172358,0.000000,0.000000,0.000000,2.555494,0.565102,1.422038,4.374217,0.000000,2.905103,0.135293,0.000000,0.603879,2.154582,0.000000,10.781029,0.000000,0.435543,0.000000,102.000000,0.102663,6.536871
0.068784,1.051441,5.752826,0.421585,4.735654,0.337671,0.000000,0.000000,2.123584,5.227529,0.000000,3.125773,0.000000,0.365743,2.516007,0.683200,5.169031,0.269016,1.615183,3.222225,0.000000,0.026683,3.162583,0.000000,0.000000,0.000000,0.030351,0.204258,0.000000,0.965187,1.269767,0.570991,0.000000,0.000000,2.751355,0.406953,0.678533,4.369112,1.608930,3.057954,0.000000,0.000000,0.344338,1.355920,0.000000,10.977426,0.000000,0.000000,0.219162,146.000000,0.000000,6.540595
2.686300,0.000000,3.957365,0.723079,1.475954,0.000000,0.752162,0.216047,0.393324,4.581913,0.055360,1.599876,1.072166,0.346703,0.598992,0.342641,2.639554,2.284585,0.576931,2.335035,0.104393,2.142369,4.868338,1.062136,2.882150,0.000000,0.925115,0.000000,0.000000,0.676861,0.363930,0.054412,0.174243,0.000000,2.555494,0.350291,0.451166,4.672931,0.165383,2.526692,0.000000,0.221890,0.614276,4.409240,0.000000,10.742536,0.000000,0.186191,0.848032,73.000000,0.000000,6.541057
0.241631,0.266049,4.456871,0.000000,2.596838,0.930229,2.080882,0.191227,2.945809,4.105062,0.000000,0.735783,0.122893,0.041757,1.680435,0.000000,2.733114,0.559073,0.715961,0.000000,0.000000,2.045811,3.654330,0.553153,0.821275,0.000000,0.281201,0.276598,0.000000,0.250745,1.106008,0.000000,0.000000,0.000000,2.230814,0.553297,0.482332,4.262918,0.000000,2.776227,0.000000,0.115128,0.000000,3.288695,0.000000,10.934613,0.000000,0.000000,0.000000,83.000000,0.198809,6.557089
1.745767,0.232980,4.915197,0.000000,2.959609,0.000000,0.000000,0.000000,2.180988,3.278203,0.000000,2.449081,0.509752,0.000000,1.483988,0.000000,3.844543,0.677558,0.039888,1.956240,0.160491,1.186600,3.654174,0.577372,1.616144,0.000000,0.345334,0.112140,0.059507,0.415416,0.071581,0.000000,0.000000,0.000000,2.272441,0.691433,0.156310,4.283140,0.396362,1.322822,0.000000,0.000000,0.046725,4.077030,0.000000,10.818062,0.000000,0.349559,0.000000,135.000000,0.182538,6.575481
0.629894,1.959741,4.344998,0.394622,1.320493,0.000000,0.752199,2.029607,0.000000,1.957199,0.173430,1.303697,0.607664,0.106705,1.066956,0.094130,2.450871,0.056584,1.002568,3.083330,0.617847,1.330419,2.834407,0.482082,0.000000,0.000000,0.000000,0.000000,0.000000,0.474920,0.121037,0.000000,0.036108,0.000000,2.423792,0.000000,0.192696,3.108748,0.000000,1.656614,0.000000,0.000000,0.424495,3.582855,0.000000,10.947108,0.000000,0.145957,0.000000,166.000000,0.000000,6.587129
2.422918,0.000000,5.462521,0.573401,0.358624,0.000000,1.129175,0.251392,2.864170,4.044102,0.043860,1.204146,0.836092,0.000000,2.044286,0.000000,4.604330,2.686872,1.268301,2.492784,0.000000,2.729882,4.251994,1.002492,2.022330,0.000000,1.033137,0.654805,0.171903,0.416720,1.400009,0.115928,0.068647,0.000000,2.555494,0.326296,1.331472,5.374589,0.000000,3.166947,0.000000,0.000000,0.524960,3.313666,0.000000,10.922376,0.023889,0.205758,0.194069,102.000000,0.000000,6.588025
3.161290,1.372909,3.537603,3.402176,0.000000,0.000000,0.317748,4.551174,0.000000,4.504974,0.160444,1.866872,0.000000,1.279955,0.000000,0.123443,2.789432,1.040116,0.410303,3.694833,0.143071,0.767930,2.797021,0.510957,1.600320,0.000000,1.152117,0.117256,0.000000,0.380708,0.455768,0.020827,0.000000,0.333956,2.458355,0.000000,0.047599,2.793225,0.000000,2.720788,0.000000,0.289656,0.461825,4.117518,0.389064,10.870959,0.100866,0.125460,0.000000,170.000000,0.000000,6.588066
3.651095,0.000000,4.786774,0.000000,0.531563,0.705903,0.000000,0.582347,0.210830,3.346480,0.000000,1.695557,0.219452,1.090369,2.307389,0.045169,3.930526,2.305737,1.148794,0.512867,0.047991,0.996449,4.215888,0.000000,2.205146,0.000000,0.900328,0.327914,0.000000,0.332474,1.021704,0.000000,0.000000,0.152404,2.142112,0.029794,1.412342,4.027866,0.000000,2.476712,0.000000,0.000000,0.757110,3.767482,0.000000,10.914336,0.000000,0.131476,0.000000,73.000000,0.023030,6.594799
1.886341,0.126031,6.135575,1.883513,3.840414,0.000000,1.598227,3.082180,0.000000,1.927676,0.000000,2.822560,0.000000,1.212378,2.541469,0.557096,4.607343,0.107379,1.180535,0.000000,0.037325,2.924077,4.108202,0.152565,0.574817,0.000000,1.221261,0.128470,0.000000,0.962057,2.062875,0.000000,0.000000,0.000000,2.585907,0.848197,1.341705,5.259674,0.482614,2.862263,0.000000,0.762786,1.049529,5.935069,0.115242,10.895831,0.061820,0.332035,0.213519,173.000000,0.000000,6.597733
